id,text,tokenized,spam_label,spam_label_vn,sentiment_label,sentiment_label_vn
1464,"Đọc xong chỉ biết nói là app này dở ẹc, chắc sẽ không dùng lại đâu.","Đọc xong chỉ biết nói là app này dở_ẹc , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
1465,"Mình thấy app này đọc cho biết, mọi người tự trải nghiệm nhé.","Mình thấy app này đọc cho biết , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1466,"Không biết mọi người sao chứ mình video này rất hay, liên quan đến app đọc báo.","Không biết mọi người sao chứ mình video này rất hay , liên_quan đến app đọc báo .",không spam,Không spam,positive,Tích cực
1467,"Không biết mọi người sao chứ mình fanpage này xem thử thôi, mọi người tự trải nghiệm nhé. 😀","Không biết mọi người sao chứ mình fanpage này xem thử thôi , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
1468,"Thật sự update mới đọc cho biết, mọi người tự trải nghiệm nhé.","Thật_sự update mới đọc cho biết , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1469,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 🥰 #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 🥰 #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
1470,"Không biết mọi người sao chứ mình khóa học online phí tiền, chắc sẽ không dùng lại đâu. :v","Không biết mọi người sao chứ mình khóa học online phí tiền , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
1471,"Ai quan tâm thì fanpage này quá chất, liên quan đến khóa học tiếng Anh. :v","Ai quan_tâm thì fanpage này quá chất , liên_quan đến khóa học tiếng Anh . : v",không spam,Không spam,neutral,Trung lập
1472,"Nếu bạn đang phân vân thì page này không recommend, chắc sẽ không dùng lại đâu. 👍","Nếu bạn đang phân_vân thì page này không recommend , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,neutral,Trung lập
1473,"Bán acc game giá rẻ, ai cần cmt số điện thoại 👍 #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại 👍 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1474,"Nói thật là khóa học online xem thử thôi, mọi người tự trải nghiệm nhé.","Nói thật là khóa học online xem thử thôi , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1475,"Tham gia khóa học kiếm tiền online chỉ với 200kk, chi tiết tại http://short.link/promo 😍 #khuyenmai #giveaway","Tham_gia khóa học kiếm tiền online chỉ với 200 kk , chi_tiết tại http://short.link/promo 😍 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1476,"Thật sự sản phẩm này không recommend, chắc sẽ không dùng lại đâu. 😀","Thật_sự sản_phẩm này không recommend , chắc sẽ không dùng lại đâu . 😀",không spam,Không spam,negative,Tiêu cực
1477,"Thật sự app này không ý kiến, mọi người tự trải nghiệm nhé.","Thật_sự app này không ý_kiến , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1478,"Nói thật là nội dung bài giảng tuyệt vời, liên quan đến page công nghệ.","Nói thật là nội_dung bài giảng tuyệt_vời , liên_quan đến page công_nghệ .",không spam,Không spam,positive,Tích cực
1479,"Nếu bạn đang phân vân thì fanpage này xịn sò, liên quan đến khóa học Python.","Nếu bạn đang phân_vân thì fanpage này xịn_sò , liên_quan đến khóa học Python .",không spam,Không spam,neutral,Trung lập
1480,"Cá nhân mình thì video này mình chưa thử, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì video này mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1481,"Nếu bạn đang phân vân thì dịch vụ bên bạn ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😀","Nếu bạn đang phân_vân thì dịch_vụ bên bạn ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
1482,"Cá nhân mình thì bài viết này ok, mọi người tự trải nghiệm nhé. 😢","Cá_nhân mình thì bài viết này ok , mọi người tự trải_nghiệm nhé . 😢",không spam,Không spam,positive,Tích cực
1483,"Không biết mọi người sao chứ mình video này quá đã, liên quan đến cửa hàng đồ công nghệ. 🥰 :v","Không biết mọi người sao chứ mình video này quá đã , liên_quan đến cửa_hàng đồ công_nghệ . 🥰 : v",không spam,Không spam,neutral,Trung lập
1484,"Cá nhân mình thì app này không có gì đặc biệt, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì app này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé .",không spam,Không spam,negative,Tiêu cực
1485,"Nếu bạn đang phân vân thì app này không đáng, chắc sẽ không dùng lại đâu.","Nếu bạn đang phân_vân thì app này không đáng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
1486,"Không biết mọi người sao chứ mình khóa học online quá tuyệt, liên quan đến khóa học Python.","Không biết mọi người sao chứ mình khóa học online quá tuyệt , liên_quan đến khóa học Python .",không spam,Không spam,negative,Tiêu cực
1487,"Thật sự khóa học online ok, mọi người tự trải nghiệm nhé.","Thật_sự khóa_học online_ok , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
1488,"Inbox mình hướng dẫn kiếm 100k mỗi ngày, uy tín 100% #khuyenmai #giveaway","Inbox mình hướng_dẫn kiếm 100 k mỗi ngày , uy_tín 100 % #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1489,"Cá nhân mình thì video này không có gì đặc biệt, mọi người tự trải nghiệm nhé. 👍","Cá_nhân mình thì video này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,negative,Tiêu cực
1490,"Theo mình fanpage này rất hữu ích, liên quan đến tool AI mới. :v","Theo mình fanpage này rất hữu_ích , liên_quan đến tool AI mới . : v",không spam,Không spam,positive,Tích cực
1491,"Tham gia khóa học kiếm tiền online chỉ với 100kk, chi tiết tại http://tinyurl.com/abcd ❤ #khuyenmai #giveaway","Tham_gia khóa học kiếm tiền online chỉ với 100 kk , chi_tiết tại http://tinyurl.com/abcd ❤ #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1492,"Không biết mọi người sao chứ mình video này hài lòng, liên quan đến khóa học tiếng Anh. 🤔 :v","Không biết mọi người sao chứ mình video này hài_lòng , liên_quan đến khóa học tiếng Anh . 🤔 : v",không spam,Không spam,neutral,Trung lập
1493,"Cá nhân mình thì khóa học online cũng được, mọi người tự trải nghiệm nhé. 👎","Cá_nhân mình thì khóa học online cũng được , mọi người tự trải_nghiệm nhé . 👎",không spam,Không spam,neutral,Trung lập
1494,"Nếu bạn đang phân vân thì video này thất vọng, chắc sẽ không dùng lại đâu.","Nếu bạn đang phân_vân thì video này thất_vọng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
1495,"Ai quan tâm thì dịch vụ bên bạn xem thử thôi, mọi người tự trải nghiệm nhé. 🤔","Ai quan_tâm thì dịch_vụ bên bạn xem thử thôi , mọi người tự trải_nghiệm nhé . 🤔",không spam,Không spam,neutral,Trung lập
1496,"Ai quan tâm thì video này đỉnh cao, liên quan đến quán ăn vặt. 😡","Ai quan_tâm thì video này đỉnh_cao , liên_quan đến quán ăn vặt . 😡",không spam,Không spam,positive,Tích cực
1497,"Đọc xong chỉ biết nói là bài viết này cực kỳ thú vị, liên quan đến page công nghệ. 👎","Đọc xong chỉ biết nói là bài viết này cực_kỳ thú_vị , liên_quan đến page công_nghệ . 👎",không spam,Không spam,positive,Tích cực
1498,"Tham gia khóa học kiếm tiền online chỉ với 100kk, chi tiết tại http://short.link/promo","Tham_gia khóa học kiếm tiền online chỉ với 100 kk , chi_tiết tại http://short.link/promo",spam,Spam,neutral,Trung lập
1499,"Thật sự page này ưng ý lắm, liên quan đến quán ăn vặt. 👍 :v","Thật_sự page này ưng_ý lắm , liên_quan đến quán ăn vặt . 👍 : v",không spam,Không spam,negative,Tiêu cực
1500,"Tham gia khóa học kiếm tiền online chỉ với 500kk, chi tiết tại http://example.com/voucher 🥰","Tham_gia khóa học kiếm tiền online chỉ với 500 kk , chi_tiết tại http://example.com/voucher 🥰",spam,Spam,neutral,Trung lập
1501,"Mình thấy dịch vụ bên bạn không recommend, chắc sẽ không dùng lại đâu. 🤔","Mình thấy dịch_vụ bên bạn không recommend , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,neutral,Trung lập
1502,"Mình thấy page này quá tệ, chắc sẽ không dùng lại đâu. ❤","Mình thấy page này quá tệ , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,negative,Tiêu cực
1503,"Cá nhân mình thì update mới quá tệ, chắc sẽ không dùng lại đâu.","Cá_nhân mình thì update mới quá tệ , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
1504,"Không biết mọi người sao chứ mình video này không ý kiến, mọi người tự trải nghiệm nhé. 😍","Không biết mọi người sao chứ mình video này không ý_kiến , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
1505,"Theo mình page này cực kỳ thú vị, liên quan đến khóa học NLP.","Theo mình page này cực_kỳ thú_vị , liên_quan đến khóa học NLP .",không spam,Không spam,positive,Tích cực
1506,"Thật sự fanpage này không ý kiến, mọi người tự trải nghiệm nhé. 😂 :v","Thật_sự fanpage này không ý_kiến , mọi người tự trải_nghiệm nhé . 😂 : v",không spam,Không spam,neutral,Trung lập
1507,"Nói thật là dịch vụ bên bạn không như quảng cáo, chắc sẽ không dùng lại đâu.","Nói thật là dịch_vụ bên bạn không như quảng_cáo , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
1508,"Thật sự tính năng mới cực kỳ thú vị, liên quan đến app đọc báo.","Thật_sự tính_năng mới cực_kỳ thú_vị , liên_quan đến app đọc báo .",không spam,Không spam,positive,Tích cực
1509,"Thật sự video này hài lòng, liên quan đến quán ăn vặt. 😂 :v","Thật_sự video này hài_lòng , liên_quan đến quán ăn vặt . 😂 : v",không spam,Không spam,positive,Tích cực
1510,"Đầu tư coin BNB lợi nhuận khủng, tham gia group này: http://example.com/voucher 🤔 #khuyenmai #giveaway","Đầu_tư coin BNB lợi_nhuận khủng , tham_gia group này : http://example.com/voucher 🤔 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1511,"Thật sự video này đỉnh cao, liên quan đến sản phẩm chăm sóc da. :v","Thật_sự video này đỉnh_cao , liên_quan đến sản_phẩm chăm_sóc da . : v",không spam,Không spam,positive,Tích cực
1512,"Thật sự bài viết này đỉnh cao, liên quan đến kênh YouTube dạy lập trình. 😅","Thật_sự bài viết này đỉnh_cao , liên_quan đến kênh YouTube_dạy lập_trình . 😅",không spam,Không spam,positive,Tích cực
1513,"Mình thấy giảng viên lừa đảo, chắc sẽ không dùng lại đâu.","Mình thấy giảng_viên lừa_đảo , chắc sẽ không dùng lại đâu .",spam,Spam,negative,Tiêu cực
1514,Like page mình nhận quà liền tay nha mọi người!!! 😍,Like page mình nhận quà liền tay_nha mọi người ! ! ! 😍,spam,Spam,positive,Tích cực
1515,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😢 #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😢 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1516,"Ai quan tâm thì video này không như quảng cáo, chắc sẽ không dùng lại đâu.","Ai quan_tâm thì video này không như quảng_cáo , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
1517,"Theo mình app này quá đã, liên quan đến sản phẩm chăm sóc da. 🤔 :v","Theo mình app này quá đã , liên_quan đến sản_phẩm chăm_sóc da . 🤔 : v",không spam,Không spam,positive,Tích cực
1518,"Theo mình giảng viên đáng tiền, liên quan đến ứng dụng học từ vựng. 😀 :v","Theo mình giảng_viên đáng tiền , liên_quan đến ứng_dụng học từ vựng . 😀 : v",không spam,Không spam,positive,Tích cực
1519,"Mình thấy khóa học online ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😢","Mình thấy khóa học online ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😢",không spam,Không spam,neutral,Trung lập
1520,"Ai quan tâm thì nội dung bài giảng không recommend, chắc sẽ không dùng lại đâu. :v","Ai quan_tâm thì nội_dung bài giảng không recommend , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
1521,"Cá nhân mình thì tính năng mới lừa đảo, chắc sẽ không dùng lại đâu. :v","Cá_nhân mình thì tính_năng mới lừa_đảo , chắc sẽ không dùng lại đâu . : v",spam,Spam,neutral,Trung lập
1522,"Bán acc game giá rẻ, ai cần cmt số điện thoại 🥰 #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại 🥰 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1523,"Nếu bạn đang phân vân thì dịch vụ bên bạn xem thử thôi, mọi người tự trải nghiệm nhé. 😢 :v","Nếu bạn đang phân_vân thì dịch_vụ bên bạn xem thử thôi , mọi người tự trải_nghiệm nhé . 😢 : v",không spam,Không spam,neutral,Trung lập
1524,"Ai quan tâm thì tính năng mới dở ẹc, chắc sẽ không dùng lại đâu. 😡","Ai quan_tâm thì tính_năng mới dở_ẹc , chắc sẽ không dùng lại đâu . 😡",không spam,Không spam,neutral,Trung lập
1525,"Thật sự khóa học online quá đã, liên quan đến ứng dụng học từ vựng.","Thật_sự khóa_học online quá đã , liên_quan đến ứng_dụng học từ vựng .",không spam,Không spam,positive,Tích cực
1526,"Đọc xong chỉ biết nói là fanpage này chán thật, chắc sẽ không dùng lại đâu. 👍","Đọc xong chỉ biết nói là fanpage này chán thật , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,negative,Tiêu cực
1527,"Đọc xong chỉ biết nói là bài viết này cũng được, mọi người tự trải nghiệm nhé. ❤","Đọc xong chỉ biết nói là bài viết này cũng được , mọi người tự trải_nghiệm nhé . ❤",không spam,Không spam,neutral,Trung lập
1528,"Mình thấy nội dung bài giảng cũng được, mọi người tự trải nghiệm nhé. 😢 :v","Mình thấy nội_dung bài giảng cũng được , mọi người tự trải_nghiệm nhé . 😢 : v",không spam,Không spam,positive,Tích cực
1529,"Đọc xong chỉ biết nói là khóa học online hài lòng, liên quan đến ứng dụng học từ vựng. 😡 :v","Đọc xong chỉ biết nói là khóa_học online hài_lòng , liên_quan đến ứng_dụng học từ vựng . 😡 : v",không spam,Không spam,positive,Tích cực
1530,"Nếu bạn đang phân vân thì nội dung bài giảng không đáng, chắc sẽ không dùng lại đâu. :v","Nếu bạn đang phân_vân thì nội_dung bài giảng không đáng , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
1531,Like page mình nhận quà liền tay nha mọi người!!! 😂,Like page mình nhận quà liền tay_nha mọi người ! ! ! 😂,spam,Spam,positive,Tích cực
1532,"Không biết mọi người sao chứ mình khóa học online tuyệt vời, liên quan đến tool AI mới. 😂","Không biết mọi người sao chứ mình khóa học online tuyệt_vời , liên_quan đến tool AI mới . 😂",không spam,Không spam,positive,Tích cực
1533,Click link này nhận voucher 10%: http://short.link/promo ❤,Click link này nhận voucher 10 % : http://short.link/promo ❤,spam,Spam,negative,Tiêu cực
1534,"Thật sự video này hài lòng, liên quan đến quán ăn vặt. :v","Thật_sự video này hài_lòng , liên_quan đến quán ăn vặt . : v",không spam,Không spam,positive,Tích cực
1535,"Ai quan tâm thì sản phẩm này dịch vụ kém, chắc sẽ không dùng lại đâu. 😡","Ai quan_tâm thì sản_phẩm này dịch_vụ kém , chắc sẽ không dùng lại đâu . 😡",không spam,Không spam,neutral,Trung lập
1536,"Không biết mọi người sao chứ mình fanpage này bình thường, mọi người tự trải nghiệm nhé. :v","Không biết mọi người sao chứ mình fanpage này bình_thường , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
1537,"Theo mình giảng viên xem thử thôi, mọi người tự trải nghiệm nhé. :v","Theo mình giảng_viên xem thử thôi , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
1538,"Ai quan tâm thì bài viết này ưng ý lắm, liên quan đến quán cà phê mới.","Ai quan_tâm thì bài viết này ưng_ý lắm , liên_quan đến quán cà_phê mới .",không spam,Không spam,positive,Tích cực
1539,"Nếu bạn đang phân vân thì bài viết này quá tệ, chắc sẽ không dùng lại đâu. 😂","Nếu bạn đang phân_vân thì bài viết này quá tệ , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,neutral,Trung lập
1540,"Không biết mọi người sao chứ mình bài viết này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé.","Không biết mọi người sao chứ mình bài viết này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1541,Like page mình nhận quà liền tay nha mọi người!!! 👎 #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_👎 #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
1542,"Đầu tư coin BNB lợi nhuận khủng, tham gia group này: http://short.link/promo 😡 #khuyenmai #giveaway","Đầu_tư coin BNB lợi_nhuận khủng , tham_gia group này : http://short.link/promo 😡 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1543,"Thật sự tính năng mới cực kỳ thú vị, liên quan đến app đọc báo. 👎 :v","Thật_sự tính_năng mới cực_kỳ thú_vị , liên_quan đến app đọc báo . 👎 : v",không spam,Không spam,positive,Tích cực
1544,"Theo mình bài viết này thất vọng, chắc sẽ không dùng lại đâu. :v","Theo mình bài viết này thất_vọng , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
1545,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ #khuyenmai #giveaway","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1546,"Ai quan tâm thì giảng viên quá tuyệt, liên quan đến page công nghệ.","Ai quan_tâm thì giảng_viên quá tuyệt , liên_quan đến page công_nghệ .",không spam,Không spam,positive,Tích cực
1547,"Inbox mình hướng dẫn kiếm 200k mỗi ngày, uy tín 100% 😢 #khuyenmai #giveaway","Inbox mình hướng_dẫn kiếm 200 k mỗi ngày , uy_tín 100 % 😢 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1548,"Inbox mình hướng dẫn kiếm 500k mỗi ngày, uy tín 100% 😍","Inbox mình hướng_dẫn kiếm 500 k mỗi ngày , uy_tín 100 % 😍",spam,Spam,neutral,Trung lập
1549,"Ai quan tâm thì page này ok, mọi người tự trải nghiệm nhé.","Ai quan_tâm thì page này ok , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1550,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ 😅 #khuyenmai #giveaway","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ 😅 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
1551,"Thật sự sản phẩm này không ý kiến, mọi người tự trải nghiệm nhé. :v","Thật_sự sản_phẩm này không ý_kiến , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,positive,Tích cực
1552,"Nói thật là fanpage này cực kỳ thú vị, liên quan đến cửa hàng đồ công nghệ. 😀","Nói thật là fanpage này cực_kỳ thú_vị , liên_quan đến cửa_hàng đồ công_nghệ . 😀",không spam,Không spam,positive,Tích cực
1553,"Mình thấy video này đáng tiền, liên quan đến tool AI mới. 😀","Mình thấy video này đáng tiền , liên_quan đến tool AI mới . 😀",không spam,Không spam,positive,Tích cực
1554,"Ai quan tâm thì bài viết này xem thử thôi, mọi người tự trải nghiệm nhé.","Ai quan_tâm thì bài viết này xem thử thôi , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
1555,"Theo mình khóa học online dở ẹc, chắc sẽ không dùng lại đâu.","Theo mình khóa học online dở_ẹc , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
1556,"Ai quan tâm thì fanpage này lừa đảo, chắc sẽ không dùng lại đâu. :v","Ai quan_tâm thì fanpage này lừa_đảo , chắc sẽ không dùng lại đâu . : v",spam,Spam,neutral,Trung lập
1557,"Ai quan tâm thì fanpage này dịch vụ kém, chắc sẽ không dùng lại đâu. 👎 :v","Ai quan_tâm thì fanpage này dịch_vụ kém , chắc sẽ không dùng lại đâu . 👎 : v",không spam,Không spam,neutral,Trung lập
1558,"Cá nhân mình thì fanpage này cũng được, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì fanpage này cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
1559,"Cá nhân mình thì sản phẩm này lừa đảo, chắc sẽ không dùng lại đâu. :v","Cá_nhân mình thì sản_phẩm này lừa_đảo , chắc sẽ không dùng lại đâu . : v",spam,Spam,negative,Tiêu cực
1560,Share bài viết này vào 5 group để nhận quà miễn phí ❤ #khuyenmai #giveaway,Share bài viết này vào 5 group để nhận quà miễn_phí ❤ #_khuyenmai # giveaway,spam,Spam,neutral,Trung lập
1561,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
1562,"Không biết mọi người sao chứ mình nội dung bài giảng xịn sò, liên quan đến tool AI mới. :v","Không biết mọi người sao chứ mình nội_dung bài giảng xịn_sò , liên_quan đến tool AI mới . : v",không spam,Không spam,neutral,Trung lập
1563,"Mình thấy page này không như quảng cáo, chắc sẽ không dùng lại đâu. 😢","Mình thấy page này không như quảng_cáo , chắc sẽ không dùng lại đâu . 😢",không spam,Không spam,negative,Tiêu cực
1564,Click link này nhận voucher 30%: http://example.com/voucher,Click link này nhận voucher 30 % : http://example.com/voucher,spam,Spam,negative,Tiêu cực
1565,"Theo mình bài viết này tạm ổn, mọi người tự trải nghiệm nhé. 😍","Theo mình bài viết này tạm ổn , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,positive,Tích cực
1566,"Ai quan tâm thì page này tạm ổn, mọi người tự trải nghiệm nhé. 😡","Ai quan_tâm thì page này tạm ổn , mọi người tự trải_nghiệm nhé . 😡",không spam,Không spam,neutral,Trung lập
1567,"Thật sự nội dung bài giảng lừa đảo, chắc sẽ không dùng lại đâu.","Thật_sự nội_dung bài giảng lừa_đảo , chắc sẽ không dùng lại đâu .",spam,Spam,negative,Tiêu cực
1568,"Tham gia khóa học kiếm tiền online chỉ với 100kk, chi tiết tại http://example.com/voucher 👎","Tham_gia khóa học kiếm tiền online chỉ với 100 kk , chi_tiết tại http://example.com/voucher 👎",spam,Spam,neutral,Trung lập
1569,"Nói thật là video này không có gì đặc biệt, mọi người tự trải nghiệm nhé. 😍","Nói thật là video này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,negative,Tiêu cực
1570,"Thật sự giảng viên dịch vụ kém, chắc sẽ không dùng lại đâu. 🤔","Thật_sự giảng_viên dịch_vụ kém , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,negative,Tiêu cực
1571,"Không biết mọi người sao chứ mình khóa học online lừa đảo, chắc sẽ không dùng lại đâu. 😢","Không biết mọi người sao chứ mình khóa học online lừa_đảo , chắc sẽ không dùng lại đâu . 😢",spam,Spam,negative,Tiêu cực
1572,Like page mình nhận quà liền tay nha mọi người!!! 👍,Like page mình nhận quà liền tay_nha mọi người ! ! ! 👍,spam,Spam,positive,Tích cực
1573,"Nói thật là dịch vụ bên bạn cực kỳ thú vị, liên quan đến khóa học tiếng Anh. 😀","Nói thật là dịch_vụ bên bạn cực_kỳ thú_vị , liên_quan đến khóa học tiếng Anh . 😀",không spam,Không spam,neutral,Trung lập
1574,"Cá nhân mình thì tính năng mới không ý kiến, mọi người tự trải nghiệm nhé. 😂","Cá_nhân mình thì tính_năng mới không ý_kiến , mọi người tự trải_nghiệm nhé . 😂",không spam,Không spam,neutral,Trung lập
1575,"Thật sự nội dung bài giảng không recommend, chắc sẽ không dùng lại đâu. 😂 :v","Thật_sự nội_dung bài giảng không recommend , chắc sẽ không dùng lại đâu . 😂 : v",không spam,Không spam,negative,Tiêu cực
1576,Share bài viết này vào 5 group để nhận quà miễn phí 👍,Share bài viết này vào 5 group để nhận quà miễn_phí 👍,spam,Spam,neutral,Trung lập
1577,"Đọc xong chỉ biết nói là sản phẩm này quá tệ, chắc sẽ không dùng lại đâu.","Đọc xong chỉ biết nói là sản_phẩm này quá tệ , chắc sẽ không dùng lại đâu .",không spam,Không spam,positive,Tích cực
1578,"Nếu bạn đang phân vân thì bài viết này xịn sò, liên quan đến cửa hàng đồ công nghệ.","Nếu bạn đang phân_vân thì bài viết này xịn_sò , liên_quan đến cửa_hàng đồ công_nghệ .",không spam,Không spam,neutral,Trung lập
1579,"Inbox mình hướng dẫn kiếm 1 triệu mỗi ngày, uy tín 100%","Inbox mình hướng_dẫn kiếm 1 triệu mỗi ngày , uy_tín 100 %",spam,Spam,neutral,Trung lập
1580,"Theo mình tính năng mới phí tiền, chắc sẽ không dùng lại đâu. ❤","Theo mình tính_năng mới phí tiền , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,neutral,Trung lập
1581,"Inbox mình hướng dẫn kiếm 200k mỗi ngày, uy tín 100%","Inbox mình hướng_dẫn kiếm 200 k mỗi ngày , uy_tín 100 %",spam,Spam,neutral,Trung lập
1582,"Nếu bạn đang phân vân thì bài viết này quá đã, liên quan đến khóa học NLP. :v","Nếu bạn đang phân_vân thì bài viết này quá đã , liên_quan đến khóa học NLP. : v",không spam,Không spam,neutral,Trung lập
1583,"Cá nhân mình thì sản phẩm này cực kỳ thú vị, liên quan đến sản phẩm chăm sóc da. 👍","Cá_nhân mình thì sản_phẩm này cực_kỳ thú_vị , liên_quan đến sản_phẩm chăm_sóc da . 👍",không spam,Không spam,positive,Tích cực
1584,"Đọc xong chỉ biết nói là update mới quá tệ, chắc sẽ không dùng lại đâu. 🤔 :v","Đọc xong chỉ biết nói là update mới quá tệ , chắc sẽ không dùng lại đâu . 🤔 : v",không spam,Không spam,neutral,Trung lập
1585,"Inbox mình hướng dẫn kiếm 1 triệu mỗi ngày, uy tín 100% 😂","Inbox mình hướng_dẫn kiếm 1 triệu mỗi ngày , uy_tín 100 % 😂",spam,Spam,neutral,Trung lập
1586,"Nói thật là page này cũng được, mọi người tự trải nghiệm nhé. 👍","Nói thật là page này cũng được , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,positive,Tích cực
1587,"Nói thật là app này hài lòng, liên quan đến khóa học Python. :v","Nói thật là app này hài_lòng , liên_quan đến khóa học Python . : v",không spam,Không spam,positive,Tích cực
1588,"Đọc xong chỉ biết nói là dịch vụ bên bạn thất vọng, chắc sẽ không dùng lại đâu. 👍","Đọc xong chỉ biết nói là dịch_vụ bên bạn thất_vọng , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,neutral,Trung lập
1589,"Nói thật là nội dung bài giảng không như quảng cáo, chắc sẽ không dùng lại đâu. 🤔","Nói thật là nội_dung bài giảng không như quảng_cáo , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,neutral,Trung lập
1590,"Nói thật là dịch vụ bên bạn lừa đảo, chắc sẽ không dùng lại đâu. 😀","Nói thật là dịch_vụ bên bạn lừa_đảo , chắc sẽ không dùng lại đâu . 😀",spam,Spam,neutral,Trung lập
1591,"Đọc xong chỉ biết nói là nội dung bài giảng không ý kiến, mọi người tự trải nghiệm nhé. 👍","Đọc xong chỉ biết nói là nội_dung bài giảng không ý_kiến , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
